Unnamed: 0.1,Unnamed: 0,count,hate_speech,offensive_language,neither,class,NON USED,tokens,tweet
2636,2698,3,2,1,0,0,@BloggerBoxing yea....what did it do for Maidana? It made him a greedy faggot loser. Atleast Broner is black...,"['@', 'bloggerboxing', 'yea', '....', 'maidana', '?', 'made', 'greedy', 'faggot', 'loser', '.', 'atleast', 'broner', 'black', '...']",@ bloggerboxing yea .... maidana ? made greedy faggot loser . atleast broner black ...
2656,2719,3,2,1,0,0,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,"['@', 'bossace555', '@', 'sounds_good_bro', '@', 'bloggerboxing', 'yea', 'u', 'stupid', 'faggot', '.', ""'m"", 'leaving', 'till', 'like', '5-6pm', '.', 'want', 'ride', '?']",@ bossace555 @ sounds_good_bro @ bloggerboxing yea u stupid faggot . 'm leaving till like 5-6pm . want ride ?
2657,2720,3,2,0,1,0,@BossMelle never followed him ignorant monkey,"['@', 'bossmelle', 'never', 'followed', 'ignorant', 'monkey']",@ bossmelle never followed ignorant monkey
2668,2731,3,3,0,0,0,@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic,"['@', 'braxcity29', '@', 'maria_obregon_g', '@', 'sophia_freeman1', '3/4', 'citizen', '.', 'said', 'maria', 'spic']",@ braxcity29 @ maria_obregon_g @ sophia_freeman1 3/4 citizen . said maria spic
2670,2733,3,2,1,0,0,@BreeOlson @Gingerbeard66 your a nasty nigger whore,"['@', 'breeolson', '@', 'gingerbeard66', 'nasty', 'nigger', 'whore']",@ breeolson @ gingerbeard66 nasty nigger whore
2679,2742,3,3,0,0,0,@Brenddan_ they said some bullshit. Damn niggers,"['@', 'brenddan_', 'said', 'bullshit', '.', 'damn', 'niggers']",@ brenddan_ said bullshit . damn niggers
2680,2743,3,2,1,0,0,@Brenddan_ wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas,"['@', 'brenddan_', 'wow', '!', '!', '!', 'comin', 'back', '?', '&', '#', '128514', ';', '&', '#', '128514', ';', '&', '#', '128514', ';', '&', '#', '128514', ';', 'bitch', 'niggas']",@ brenddan_ wow ! ! ! comin back ? & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; bitch niggas
2684,2747,3,2,1,0,0,@Briana_Rashae I'd like to rape the bitch that posted that.,"['@', 'briana_rashae', ""'d"", 'like', 'rape', 'bitch', 'posted', '.']",@ briana_rashae 'd like rape bitch posted .
2687,2751,3,2,1,0,0,"@Brice2254 Fuck you, faggot.","['@', 'brice2254', 'fuck', ',', 'faggot', '.']","@ brice2254 fuck , faggot ."
2691,2755,3,2,1,0,0,@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh,"['@', 'brizgotti', 'new', 'nigga', 'hipster', 'hypebeasts', 'love', 'faggot', 'ass', 'bright', 'colors', 'nike', 'keeps', 'giving', 'want', 'smh']",@ brizgotti new nigga hipster hypebeasts love faggot ass bright colors nike keeps giving want smh
2702,2766,3,3,0,0,0,@Buckm00se @letsargueboxing sand nigger ran over some Kidd,"['@', 'buckm00se', '@', 'letsargueboxing', 'sand', 'nigger', 'ran', 'kidd']",@ buckm00se @ letsargueboxing sand nigger ran kidd
2703,2767,3,3,0,0,0,@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns,"['@', 'buckm00se', ""n't"", 'like', 'sand', 'nigger', ""'s"", 'entertaining', 'like', '6', 'knockdowns']",@ buckm00se n't like sand nigger 's entertaining like 6 knockdowns
2704,2768,3,2,1,0,0,@Buckm00se Joe Cortez is the ultimate faggot that fight proved it,"['@', 'buckm00se', 'joe', 'cortez', 'ultimate', 'faggot', 'fight', 'proved']",@ buckm00se joe cortez ultimate faggot fight proved
2706,2770,3,2,1,0,0,@Buckm00se all us beaners were pissed like robert when the jew ref stopped it,"['@', 'buckm00se', 'us', 'beaners', 'pissed', 'like', 'robert', 'jew', 'ref', 'stopped']",@ buckm00se us beaners pissed like robert jew ref stopped
2708,2772,3,2,1,0,0,@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh,"['@', 'buckm00se', 'true', 'sand', 'niggers', '&', 'amp', ';', 'bum', 'brits', 'claim', ""'s"", 'atg', 'hall', 'fame', 'legend', 'smh']",@ buckm00se true sand niggers & amp ; bum brits claim 's atg hall fame legend smh
2720,2785,3,2,0,1,0,@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful,"['@', 'cbsthismorning', '@', 'charlierose', 'racist', '@', 'norahodonnell', 'tx', 'trash', 'racist', 'wld', 'u', 'intvw', '@', 'mittromney', 'n', 'ask', 'racist', 'questions', 'itwas', 'disrespectful']",@ cbsthismorning @ charlierose racist @ norahodonnell tx trash racist wld u intvw @ mittromney n ask racist questions itwas disrespectful
2724,2790,3,3,0,0,0,"@CHARLESBARRKLEY hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!","['@', 'charlesbarrkley', 'hey', 'sir', 'house', 'nigger', ',', 'uncle', 'tom', ""n't"", 'grand', 'ole', 'mississippi', ',', 'rest', 'case', '!']","@ charlesbarrkley hey sir house nigger , uncle tom n't grand ole mississippi , rest case !"
2759,2827,3,3,0,0,0,@Campos_uli is a fag #hesgay,"['@', 'campos_uli', 'fag', '#', 'hesgay']",@ campos_uli fag # hesgay
2780,2848,3,2,1,0,0,@CarelessOne92 you styl gotta get dem tweets off my nig,"['@', 'carelessone92', 'styl', 'got', 'ta', 'get', 'dem', 'tweets', 'nig']",@ carelessone92 styl got ta get dem tweets nig
2816,2885,3,3,0,0,0,@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy,"['@', 'chalecarlo5', 'fuck', 'outta', 'go', 'put', 'trash', 'ass', 'ink', 'faggot', 'ass', 'self', 'pussy']",@ chalecarlo5 fuck outta go put trash ass ink faggot ass self pussy
2817,2886,3,3,0,0,0,@ChaleCarlo5 stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,"['@', 'chalecarlo5', 'stay', 'talking', 'defending', 'fuckboy', 'ass', 'boyfriend', '?', 'go', 'suck', 'youre', 'faggot']",@ chalecarlo5 stay talking defending fuckboy ass boyfriend ? go suck youre faggot
2819,2888,3,2,1,0,0,@ChandailBailey @SteeZeyFLOW @HunturPls you need to accept the fact that you're both hipster faggots.,"['@', 'chandailbailey', '@', 'steezeyflow', '@', 'hunturpls', 'need', 'accept', 'fact', ""'re"", 'hipster', 'faggots', '.']",@ chandailbailey @ steezeyflow @ hunturpls need accept fact 're hipster faggots .
2822,2891,3,2,1,0,0,"@CharleeRedz13 your gay stfu, dumb monkey","['@', 'charleeredz13', 'gay', 'stfu', ',', 'dumb', 'monkey']","@ charleeredz13 gay stfu , dumb monkey"
2830,2899,3,2,1,0,0,@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;,"['@', 'chasebasford', 'chase', 'god', 'damn', 'faggot', '&', '#', '128514', ';', '&', '#', '128557', ';', '&', '#', '128514', ';', '&', '#', '128557', ';']",@ chasebasford chase god damn faggot & # 128514 ; & # 128557 ; & # 128514 ; & # 128557 ;
2832,2901,3,2,0,1,0,@CheCha__ be gone my nigguh,"['@', 'checha__', 'gone', 'nigguh']",@ checha__ gone nigguh
2834,2903,3,3,0,0,0,"@Cheesus85 @greyyygoose faaaaggggottttt, speaking with the blonde hair and confused, you're a hypocrite, cuz you're a faggot","['@', 'cheesus85', '@', 'greyyygoose', 'faaaaggggottttt', ',', 'speaking', 'blonde', 'hair', 'confused', ',', ""'re"", 'hypocrite', ',', 'cuz', ""'re"", 'faggot']","@ cheesus85 @ greyyygoose faaaaggggottttt , speaking blonde hair confused , 're hypocrite , cuz 're faggot"
2842,2912,3,2,1,0,0,@Chink_19 shut up chink.!!!,"['@', 'chink_19', 'shut', 'chink.', '!', '!', '!']",@ chink_19 shut chink. ! ! !
2852,2922,3,2,1,0,0,"@Chris_Anzueto @Josh_Mackey15 you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace.","['@', 'chris_anzueto', '@', 'josh_mackey15', 'call', 'someone', 'faggot', 'say', 'kill', ',', 'pathetic', 'human', '.', 'fucking', 'disgrace', '.']","@ chris_anzueto @ josh_mackey15 call someone faggot say kill , pathetic human . fucking disgrace ."
2853,2923,3,3,0,0,0,@Christian_ESEM you don't know what your talking about retarded faggot,"['@', 'christian_esem', ""n't"", 'know', 'talking', 'retarded', 'faggot']",@ christian_esem n't know talking retarded faggot
2868,2938,3,2,0,1,0,"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao","['@', 'cody_smith64', 'true', '!', 'miss', 'yall', 'man', ',', 'yall', 'brothers', '.', 'mikey', 'starting', '?', 'chink', '?', 'lmfao']","@ cody_smith64 true ! miss yall man , yall brothers . mikey starting ? chink ? lmfao"
2902,2973,3,2,1,0,0,@CrackerJhak Because you're a fag,"['@', 'crackerjhak', ""'re"", 'fag']",@ crackerjhak 're fag
2912,2983,3,2,1,0,0,@CsSalazar15 wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;,"['@', 'cssalazar15', 'wetback', '&', '#', '128513', ';', '&', '#', '128514', ';', '&', '#', '128514', ';', '&', '#', '128514', ';', '&', '#', '128514', ';', '&', '#', '128557', ';']",@ cssalazar15 wetback & # 128513 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128557 ;
2946,3018,3,3,0,0,0,"@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol","['@', 'darealalexinla', '@', 'woody_afc', '@', 'rodriguez5_', 'nig', 'fun', 'watch', 'got', 'admit', ',', 'ebola', 'boy', 'speak', 'broken', 'spanish', 'lol']","@ darealalexinla @ woody_afc @ rodriguez5_ nig fun watch got admit , ebola boy speak broken spanish lol"
2958,3030,3,2,1,0,0,@DangItsTiff you look like fucking shrek bitch,"['@', 'dangitstiff', 'look', 'like', 'fucking', 'shrek', 'bitch']",@ dangitstiff look like fucking shrek bitch
2962,3034,3,2,1,0,0,@DanielSizelove @Conrad_MLG get on cunt,"['@', 'danielsizelove', '@', 'conrad_mlg', 'get', 'cunt']",@ danielsizelove @ conrad_mlg get cunt
2968,3040,3,2,1,0,0,@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga,"['@', 'dariendaywalt', 'bitch', 'shut', 'fuck', 'goddam', 'slut', 'bitch', 'whore', 'nigga']",@ dariendaywalt bitch shut fuck goddam slut bitch whore nigga
2969,3041,3,2,1,0,0,@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy,"['@', 'darienbaby_xoxo', 'jk', ""'d"", 'fuck', 'dog', 'fuck', 'fish', 'pussy']",@ darienbaby_xoxo jk 'd fuck dog fuck fish pussy
2976,3048,3,2,1,0,0,@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.,"['@', 'datboyrayt', 'support', 'lesbians', 'support', 'faggots', ""'s"", 'difference', '.']",@ datboyrayt support lesbians support faggots 's difference .
2985,3057,3,2,1,0,0,@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high,"['@', 'davethebrave1', 'hoe', 'shit', 'bro', 'rt', '100x', 'better', 'rn', 'nigga', 'high']",@ davethebrave1 hoe shit bro rt 100x better rn nigga high
3002,3077,3,2,1,0,0,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe,"['@', 'deeznutsdoe', ""'d"", 'love', 'feeling', 'like', 'faggot', 'punk', 'ass', 'hoe']",@ deeznutsdoe 'd love feeling like faggot punk ass hoe
3003,3078,3,2,1,0,0,@DeezNutsDoe how about you wash my butthole out with your tongue you little faggot,"['@', 'deeznutsdoe', 'wash', 'butthole', 'tongue', 'little', 'faggot']",@ deeznutsdoe wash butthole tongue little faggot
3006,3081,3,3,0,0,0,"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me.","['@', 'defendwallst', 'whatever', '!', 'fuck', 'assholes', '.', ""'re"", 'niggers', ',', 'look', 'alike', '.']","@ defendwallst whatever ! fuck assholes . 're niggers , look alike ."
3007,3082,3,2,1,0,0,"@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway. 
Makes bullet placement interesting thru a scope.","['@', 'defendwallst', 'little', '#', 'isis', 'faggots', 'usually', 'bags', 'heads', 'anyway', '.', 'makes', 'bullet', 'placement', 'interesting', 'thru', 'scope', '.']",@ defendwallst little # isis faggots usually bags heads anyway . makes bullet placement interesting thru scope .
3012,3088,3,2,1,0,0,@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;,"['@', 'derek_kirchner7', '@', 'tori_mills02', 'fags', '&', '#', '128567', ';', '&', '#', '128567', ';']",@ derek_kirchner7 @ tori_mills02 fags & # 128567 ; & # 128567 ;
3014,3090,3,2,1,0,0,"@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police, instead of BEARING ARMS if need be!","['@', 'destrothenoble', '@', 'nekolin', 'purple', '&', 'amp', ';', 'pink', '....', 'faggots', 'want', 'protected', '...', 'police', ',', 'instead', 'bearing', 'arms', 'need', '!']","@ destrothenoble @ nekolin purple & amp ; pink .... faggots want protected ... police , instead bearing arms need !"
3018,3094,3,2,1,0,0,@DevilFzyq @DevilElyie @TehDevilClan shut up fag,"['@', 'devilfzyq', '@', 'devilelyie', '@', 'tehdevilclan', 'shut', 'fag']",@ devilfzyq @ devilelyie @ tehdevilclan shut fag
3044,3121,3,2,0,1,0,@DjChubbESwagg this like a retarded wu-tang clan,"['@', 'djchubbeswagg', 'like', 'retarded', 'wu-tang', 'clan']",@ djchubbeswagg like retarded wu-tang clan
3048,3125,3,2,1,0,0,@DolanGang beans u beaner?,"['@', 'dolangang', 'beans', 'u', 'beaner', '?']",@ dolangang beans u beaner ?
3049,3126,3,2,1,0,0,@DolanGang you wouldn't know fag,"['@', 'dolangang', 'would', ""n't"", 'know', 'fag']",@ dolangang would n't know fag
3054,3131,3,2,1,0,0,"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal","['@', 'donnerkay', '@', 'surlyrevenant', 'enraged', '6', ""'"", '4', ""''"", '290', 'lb', 'mike', 'brown', 'lethal', 'weapon', 'legs.his', 'hatred', '4', 'police', '&', 'amp', ';', 'whitey', 'added', 'fuel', '2', 'arsenal']",@ donnerkay @ surlyrevenant enraged 6 ' 4 '' 290 lb mike brown lethal weapon legs.his hatred 4 police & amp ; whitey added fuel 2 arsenal
3073,3151,3,2,1,0,0,@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.,"['@', 'drfreezeburnn', '@', 'daithidenogla', 'learned', 'many', 'retards', 'find', 'search', 'trending', 'topics', '.']",@ drfreezeburnn @ daithidenogla learned many retards find search trending topics .
3074,3152,3,2,1,0,0,@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,"['@', 'drfreezeburnn', ""'s"", 'bias', '.', ""'s"", 'objective', 'fact', 'philly', 'fans', 'cunts', '.']",@ drfreezeburnn 's bias . 's objective fact philly fans cunts .
3113,3191,3,3,0,0,0,@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!,"['@', 'eleycome_eleygo', '@', 'caykelly16', 'movies', ""n't"", 'matter', 'long', 'coon', 'shit', 'coons', ""'re"", 'nigga', '!']",@ eleycome_eleygo @ caykelly16 movies n't matter long coon shit coons 're nigga !
3125,3204,3,2,1,0,0,"@EnglishBrit123 sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike.","['@', 'englishbrit123', 'sounds', 'like', 'good', 'idea', '.', 'want', 'word', 'spread', '.', 'jews', ',', 'niggers', 'commies', 'alike', '.']","@ englishbrit123 sounds like good idea . want word spread . jews , niggers commies alike ."
3134,3214,3,2,1,0,0,@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here,"['@', 'erintaylor14', '@', 'brios82', 'sure', 'want', 'give', 'free', 'pass', 'every', 'border', 'jumper', 'country', 'two', ""'s"", 'wrong']",@ erintaylor14 @ brios82 sure want give free pass every border jumper country two 's wrong
3136,3216,3,2,1,0,0,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger,"['@', 'evanbecker513', '@', '_triggaplease_', '@', 'morbidmermaid', '@', 'zooyorkinit', '@', '_shayisdabomb_', '@', 'rainbowblake', ""'s"", 'nigger']",@ evanbecker513 @ _triggaplease_ @ morbidmermaid @ zooyorkinit @ _shayisdabomb_ @ rainbowblake 's nigger
3139,3219,3,2,1,0,0,@EvanDMyers @nineinchessoft you have a redneck attitude. The same people that think Benghazzi is real think Fox fake nws is real. Your one,"['@', 'evandmyers', '@', 'nineinchessoft', 'redneck', 'attitude', '.', 'people', 'think', 'benghazzi', 'real', 'think', 'fox', 'fake', 'nws', 'real', '.', 'one']",@ evandmyers @ nineinchessoft redneck attitude . people think benghazzi real think fox fake nws real . one
3161,3242,3,2,1,0,0,@Fardousaa becuz no man should celebrate his bday at a drreams #faggot,"['@', 'fardousaa', 'becuz', 'man', 'celebrate', 'bday', 'drreams', '#', 'faggot']",@ fardousaa becuz man celebrate bday drreams # faggot
3173,3255,3,2,1,0,0,@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe,"['@', 'fit4lifemike', '@', 'chanelisabeth', 'hoe', ""n't"", 'make', 'put', 'screenshots', 'texts', 'hoe']",@ fit4lifemike @ chanelisabeth hoe n't make put screenshots texts hoe
3184,3266,6,4,1,1,0,@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN,"['@', 'flow935', 'jus', 'wanted', 'let', '&', '#', '225', ';', 'know', 'hope', 'hurricane', 'kills', 'soca', 'sunday', 'trash', '#', 'lordwillin']",@ flow935 jus wanted let & # 225 ; know hope hurricane kills soca sunday trash # lordwillin
3190,3272,3,2,1,0,0,@FrankieJGrande ew queer white thirsty bitch,"['@', 'frankiejgrande', 'ew', 'queer', 'white', 'thirsty', 'bitch']",@ frankiejgrande ew queer white thirsty bitch
3191,3273,3,3,0,0,0,@FrankieJGrande fugly queer white trash,"['@', 'frankiejgrande', 'fugly', 'queer', 'white', 'trash']",@ frankiejgrande fugly queer white trash
3192,3274,3,2,1,0,0,@FrankieJGrande omg gtfo white faggot,"['@', 'frankiejgrande', 'omg', 'gtfo', 'white', 'faggot']",@ frankiejgrande omg gtfo white faggot
3198,3280,3,3,0,0,0,@FreddyAmazin ratchet looking nigger,"['@', 'freddyamazin', 'ratchet', 'looking', 'nigger']",@ freddyamazin ratchet looking nigger
3199,3281,3,3,0,0,0,@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,"['@', 'freeajay', 'understand', 'look', 'like', 'real', 'life', 'dyke', 'right', '?', 'like', 'look', 'like', 'wnba', 'dyke', 'bro', '.', 'sports', 'bra', '&', 'amp', ';', 'bball', 'shorts', 'wearing', 'dyke']",@ freeajay understand look like real life dyke right ? like look like wnba dyke bro . sports bra & amp ; bball shorts wearing dyke
3203,3286,3,2,1,0,0,"@Fromtheshwa yes now get off twitter, you lame negros should have never learned how to use the Internet","['@', 'fromtheshwa', 'yes', 'get', 'twitter', ',', 'lame', 'negros', 'never', 'learned', 'use', 'internet']","@ fromtheshwa yes get twitter , lame negros never learned use internet"
3205,3288,3,2,1,0,0,@FuckBoiRik hahahaha youza fuck wigger,"['@', 'fuckboirik', 'hahahaha', 'youza', 'fuck', 'wigger']",@ fuckboirik hahahaha youza fuck wigger
3210,3294,3,2,1,0,0,"@Fugazi3011 ""leave you beaner retard""","['@', 'fugazi3011', '``', 'leave', 'beaner', 'retard', ""''""]",@ fugazi3011 `` leave beaner retard ''
3241,3325,3,2,1,0,0,@Garner_412 heyyyyyyyyyyy fag boy am I gonna watch you play?,"['@', 'garner_412', 'heyyyyyyyyyyy', 'fag', 'boy', 'gon', 'na', 'watch', 'play', '?']",@ garner_412 heyyyyyyyyyyy fag boy gon na watch play ?
3242,3326,3,2,1,0,0,"@GeneTNBARockBox Says the old man :( I hope you can survive another 10 years, you silly Jigga boo monkey","['@', 'genetnbarockbox', 'says', 'old', 'man', ':', '(', 'hope', 'survive', 'another', '10', 'years', ',', 'silly', 'jigga', 'boo', 'monkey']","@ genetnbarockbox says old man : ( hope survive another 10 years , silly jigga boo monkey"
3271,3357,3,2,1,0,0,@GlitteredInPink hoe don't tweet me,"['@', 'glitteredinpink', 'hoe', ""n't"", 'tweet']",@ glitteredinpink hoe n't tweet
3275,3361,3,2,1,0,0,"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.","['@', 'godaddy', 'hope', 'guys', 'get', 'attacked', 'supporting', 'sopa', ',', 'bunch', 'dirty', 'snake', 'faggots', '.']","@ godaddy hope guys get attacked supporting sopa , bunch dirty snake faggots ."
3278,3364,3,2,1,0,0,"@God_loves_biebs Go pray in a church or something fag, no one cares about your religious bullshit.","['@', 'god_loves_biebs', 'go', 'pray', 'church', 'something', 'fag', ',', 'one', 'cares', 'religious', 'bullshit', '.']","@ god_loves_biebs go pray church something fag , one cares religious bullshit ."
3280,3366,3,2,0,1,0,"@Godsmack_Music @iTunesMusic @iTunes That band is white trash, and only white trash would buy that album.","['@', 'godsmack_music', '@', 'itunesmusic', '@', 'itunes', 'band', 'white', 'trash', ',', 'white', 'trash', 'would', 'buy', 'album', '.']","@ godsmack_music @ itunesmusic @ itunes band white trash , white trash would buy album ."
3292,3378,3,3,0,0,0,@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!,"['@', 'gossipcop', 'julie', 'tell', 'crybaby', 'blacks', 'get', 'someone', 'blk', '.', 'dress', 'white', 'faced', '......', 'niggers', 'always', 'whining', '!']",@ gossipcop julie tell crybaby blacks get someone blk . dress white faced ...... niggers always whining !
3310,3396,3,2,1,0,0,@GrizzboAdams @wyattnuckels haha ight nig calm yoself,"['@', 'grizzboadams', '@', 'wyattnuckels', 'haha', 'ight', 'nig', 'calm', 'yoself']",@ grizzboadams @ wyattnuckels haha ight nig calm yoself
3315,3401,3,2,1,0,0,@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA,"['@', 'grizzboadams', 'fucking', 'block', 'white', 'ass', 'try', 'start', 'shit', 'like', 'fucking', 'queer', 'fuck', 'nigga']",@ grizzboadams fucking block white ass try start shit like fucking queer fuck nigga
3316,3402,3,2,1,0,0,@GrizzboAdams ight nigga haha fucking queer has to clear his schedule,"['@', 'grizzboadams', 'ight', 'nigga', 'haha', 'fucking', 'queer', 'clear', 'schedule']",@ grizzboadams ight nigga haha fucking queer clear schedule
3318,3404,3,2,1,0,0,@GrizzboAdams roid rage much faggot?,"['@', 'grizzboadams', 'roid', 'rage', 'much', 'faggot', '?']",@ grizzboadams roid rage much faggot ?
3325,3411,3,2,1,0,0,@Gutierrez_Alf legit retard,"['@', 'gutierrez_alf', 'legit', 'retard']",@ gutierrez_alf legit retard
3348,3434,3,2,1,0,0,"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to","['@', 'harveylevintmz', '@', 'sly309', 'want', 'got', ',', 'want', 'got', ',', 'america.they', 'got', 'word', 'nigger', ',', 'want']","@ harveylevintmz @ sly309 want got , want got , america.they got word nigger , want"
3356,3442,3,3,0,0,0,@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.,"['@', 'heauxmersimpson', ""'m"", 'jus', 'tryna', 'vaca', 'away', 'niggers', 'bro', '.']",@ heauxmersimpson 'm jus tryna vaca away niggers bro .
3363,3449,3,2,1,0,0,"@HeilSidious Sion is a faggot. Very meh ganks pre-6 and post-6 his ganks are still pretty meh he's just a tank, nothing special imo Mao +","['@', 'heilsidious', 'sion', 'faggot', '.', 'meh', 'ganks', 'pre-6', 'post-6', 'ganks', 'still', 'pretty', 'meh', ""'s"", 'tank', ',', 'nothing', 'special', 'imo', 'mao', '+']","@ heilsidious sion faggot . meh ganks pre-6 post-6 ganks still pretty meh 's tank , nothing special imo mao +"
3369,3456,3,2,1,0,0,@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies,"['@', 'herfarm', '@', 'steveworks4you', '@', 'thedemocrats', 'low', 'info', 'redneck', 'dumbasses', 'vote', 'corporate', 'shills', 'idiots', 'like', 'believe', '#', 'dummies']",@ herfarm @ steveworks4you @ thedemocrats low info redneck dumbasses vote corporate shills idiots like believe # dummies
3370,3457,3,2,1,0,0,@Herfarm Move out of our country teabaggers!,"['@', 'herfarm', 'move', 'country', 'teabaggers', '!']",@ herfarm move country teabaggers !
3382,3469,3,2,1,0,0,@HollowDaDonLOM those god damn chinks. http://t.co/Bi6fgP5vGo,"['@', 'hollowdadonlom', 'god', 'damn', 'chinks', '.', 'http', ':', '//t.co/bi6fgp5vgo']",@ hollowdadonlom god damn chinks . http : //t.co/bi6fgp5vgo
3398,3486,3,2,1,0,0,@Hovaa_ #niggerfood #niggerperson #you #are #a #nigger,"['@', 'hovaa_', '#', 'niggerfood', '#', 'niggerperson', '#', '#', '#', '#', 'nigger']",@ hovaa_ # niggerfood # niggerperson # # # # nigger
3400,3488,6,4,2,0,0,@Hovaa_ ok wat ever u say whitey. u prolly never even seen shaft.,"['@', 'hovaa_', 'ok', 'wat', 'ever', 'u', 'say', 'whitey', '.', 'u', 'prolly', 'never', 'even', 'seen', 'shaft', '.']",@ hovaa_ ok wat ever u say whitey . u prolly never even seen shaft .
3401,3489,3,3,0,0,0,@Hovaa_ shut up lizard faggot nigger cunt,"['@', 'hovaa_', 'shut', 'lizard', 'faggot', 'nigger', 'cunt']",@ hovaa_ shut lizard faggot nigger cunt
3404,3492,6,6,0,0,0,@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies,"['@', 'hovaa_', 'ya', 'know', 'slang', ""'m"", 'racist', 'h8', 'porch', 'monkies']",@ hovaa_ ya know slang 'm racist h8 porch monkies
3407,3496,3,3,0,0,0,@HuffingtonPost if the faggots can have a page y cant they?faggots offend me more than them,"['@', 'huffingtonpost', 'faggots', 'page', 'cant', '?', 'faggots', 'offend']",@ huffingtonpost faggots page cant ? faggots offend
3408,3497,3,2,1,0,0,"@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back","['@', 'huffingtonpost', 'im', 'american', ',', ""n't"", 'give', '2', 'shits', 'beaners', ',', 'ship', 'beaners', 'back']","@ huffingtonpost im american , n't give 2 shits beaners , ship beaners back"
3411,3500,3,2,1,0,0,@HuffingtonPost y don't that bitch just shoot herself? so sick of all those whores!,"['@', 'huffingtonpost', ""n't"", 'bitch', 'shoot', '?', 'sick', 'whores', '!']",@ huffingtonpost n't bitch shoot ? sick whores !
3417,3506,3,2,1,0,0,@Hunglikerobby_ that was so gay. And I was tanning bitch. Juvie made me white,"['@', 'hunglikerobby_', 'gay', '.', 'tanning', 'bitch', '.', 'juvie', 'made', 'white']",@ hunglikerobby_ gay . tanning bitch . juvie made white
3428,3517,3,3,0,0,0,@Huntermoore happy cuz I woke up white and not a nigger!,"['@', 'huntermoore', 'happy', 'cuz', 'woke', 'white', 'nigger', '!']",@ huntermoore happy cuz woke white nigger !
3431,3520,3,2,1,0,0,@Huntermoore nigger!!,"['@', 'huntermoore', 'nigger', '!', '!']",@ huntermoore nigger ! !
