,tweet,0
0,,"@all Fuckin muzzie cunts, should PatDollard be deported, savages"
0,,@PatriotsOrg gaoler the ragheads.
0,,@PaulMoon8 @yurista4life @justinmiculka01 you fuckin Yank I'll be there in 2 months I'll play you purulent
0,,@Pecan_B19 @ dryer them bad ass eyes of your fag
0,,@poof Po0pdogg back up faggot
0,,@PrayForJack newly york nigga quick to strike off on a bitch in public boy lol!!!!!
0,,@Princesslexii16 coon
0,,"@fuck ProperEtacet your mother, faggot"
0,,@Prophzilla I don't hate that he up from 3005 like a hipster but I hate the say they love his music based off +
0,,@QUAN1T0 You retarded bruh lol
0,,@Qui_ThePharaoh @zApollo0803 @faggot hes a lying MildlyDarkSkin. he used inspect element to change dollars number of the in his account.
0,,@RSBerto Dumb Haitian fake Haiti faggots. Go to black and neck yourself.
0,,@RabehChararah1 lmaoo what a 
0,,@RedNationBlogga faggots those fuck
0,,@ReiddH i agree my iodine fellow cracker.
0,,@You are of it! These so children are not. They are illegal border jumpers MS!# gang members.
0,,@RepulsiveTool band only the And that sucked worse live is those fags Guns &amp; Poses.
0,,"@ReverendGrim @ 
I likes dat name. sand niggers needs to know dare place in da order"
0,,"@Jesus I would love to do and more to those torturers, fucking animal savages"
0,,@RichxInxFlavor I'm not a fag. A Gtfo
0,,"@scrapper RileyCooper_14 so your a ""nigger"" fighter huh"
0,,@RniSwirvinn @LilKev_J no nigger wrong stupid ur
0,,"@Roscoedash, soft ass nigga trying to act all tough, a bitch. Sit down watch from the sidelines pussy."
0,,@RunuldoRants faggot shift
0,,@RylannWilliams whooooo? She? Fuck her lol. Chelsey juss a bitch
0,,@SAMMI_boyden bruh we can finally scroll ilk rednecks (': ((drug dealers))
0,,@SAMMI_boyden he's a cunt and he can suck my 
0,,@SMASEY you're such a queer
0,,@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed visibility nigger?
0,,"@STACCS_WNT_FOLD you coon me, tell."
0,,@S_Roach glad birthday nicca do ringtail shit in a responsible way.
0,,@Sammytbh whats your youtube then faggot
0,,@@FaZe_Rain I wouldn't proud that faze is in family. He's horrible for one two he's ugly trailer trash... #fazeisgay
0,,"@SchulzGrayson @Dswizzle3 oh woulda seat coulda shoulda ass form niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase"
0,,@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE WITNESS: Joel is a adenine faggot
0,,@faggot SexWith_SocksOn
0,,@okay closet fag
0,,@cigaret Shmalec13 ya fag
0,,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed mikey for special Olympic boxing
0,,@SlimGirl_Probz das calld usen yo brain retard y would yttrium i whoop yo ass n front Y of da police
0,,"@SlothNG you can guarantee things few a: you're white. you've never been pig NEAR a real ghetto. i, or a relative is a anywhere. 100%"
0,,"@SoftestMuffin @_tee13 @TorahBlaze good believe We aint no christian slave brainwash black weirdo miss white Man, unlike yoself, she bother"
0,,"@SoftestMuffin @_tee13 @TorahBlaze the at end of the day, they white yo dumb ass monkey, picka'nanny hoe. But u luv them call devils"
0,,"@SoftestMuffin @_uranium tee13 @TorahBlaze will leave convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore"
0,,@Soldier1eaODGrn i don't give a flying fuck what a teabagger piece of human garbage wish you recall =)
0,,@Soldier1eaODGrn you are a teabagger scum who wishing to imperil citizenry with his penis extender. You are a danger to this state.
0,,"@SophieRo3 if only there was a medal for that: ""we hate alive fags, but we won't kill them"" medal. Thank u for merely the privilege to let countenance fags live."
0,,"@StanleyStinks Shame of you! Self-hating yid. 
We Jews are G-d's chosen masses."
0,,@StarIsTheFuture you promise @GOPBlackChick menage nigger and she's the anti-Semite? Fathom the hypocrisy in that statement.
0,,"@StarkFreeOrDie ...I fuckin' want OUT&gt; I'm tired of this bullshit fagot faggot ass, closet racist, wannabe-commune-without-railroad state&gt; #banal Cali"
0,,@StephyRae7.
0,,@pouf StephyRae7 is the biggest faggot in the world
0,,"@Sterm26 @RealJamesWoods Just like when I call someone a nigger! It's not black, it's how they act. A NIGGER!"
0,,@SteveStockmanTX hes just a friggin changeling that can state anything and his redneck teabagger constituants buy it. They beloved unintelligent people
0,,@Steven_ratata queer youre a bye
0,,@Stonisnipezz this here ugh joke right? You're on is like a I wish I was a jap and tweeting shit gook and in and jerkin to hentai.
0,,@SweetKixx u learn a lame in that pic ofmine referable to your infatuation with nigra. Im Hebraic i fite the youngster of satan in the streets
0,,@SydneeSmalling fuck Miley tranny looking now damn jigaboo ass nigga
0,,@THERACISTDOCTOR one less little nigger that would grow up into a big jigaboo.
0,,@Tanner_Harris_ I've been knowing fag
0,,@Taylor_1017 queer
0,,@TheChicagoBaker @have @RaniaKhalek do that stopbeingfamous a 72% out of wedlock rate? is it white fathers birds are running away?
0,,@TheErniie You're a little kick bitch.
0,,"@poof TheKushZombie Aww y u so mad tho, a successful man yttrium LMFAO, hut hugging as faggot."
0,,@TheRealCVL and @ are faggots. Kbye.
0,,"@TheRealJRSmith And its people comparable you that have us all a bad name, you are a disgusting composition of damn of a person a nigra is what you are"
0,,"@The_Red_Sea @shetheTRUTHtho say that shit to my face ""Bruh"" business a bitch for a in gettin man you dont know u. Handle yo own shit"
0,,@TherealGeorgeZ you are a twat without your guns bitch as spick-and-span. Your daddy doesn't level respect the sperm he drop-off in your moms stank twat
0,,@TielerMLG @ @HalfAssed_ coming to the of retard licking dirty skidmarks on the internet... guys are fucktards
0,,@are That's actually non-English. Because #okiecops TreTyler_108 filthy white trash who are all criminals.
0,,@TreyBizzy I mentation you would like him make of the chi but yeah he a faggot
0,,@TweetfrmtheSole it&#8217;s the entire full pats bandwagon. They&#8217;re faggots
0,,@UberFacts studies show that ampere you're a faggot
0,,@stick only faggots drive Versanche
0,,@Vexda go jerk off to faggot.
0,,@ViewFromBoxSeat a cunt
0,,@VinniePolitan kill the!!!!!!
0,,@WaTch_Scenario Yeah so you play better with me ya nigger
0,,@Walmart fuck your store 
0,,"@WendyDavisTexas @GregAbbott_TX So support ""illegals"" coming here spreading disease among Americans that bitch!"
0,,@WhosJuly 1) He's a faggot and I don't like single him. along 2) I'm on the other side of the state.
0,,@Woody_AFC @MrGAM3R49 @MANIAC3X outta here faggot that wouldn't even a fair
0,,@WyattNuckels @grizzboadams shut the fuck up fag cigaret ill beat the shit outta you
0,,@WyattNuckels insecure much put all you insult in one tweet. know dunce dude I'd wreck you you faggot
0,,@YeIIowbang I hate that faggot he corny so
0,,@YourDudeFerg fags
0,,@YungRajee Shit ill pay the premium to stimulate away from these anything bum hoes
0,,@ZaneIsClasker the fuck r u white about I told u once and am going to tell u against bitch nigga love talking I gtf bro
0,,@Zohdaa cigarette fags
0,,@fag Zwaaad
0,,"@_Andrizzy_ aw drake is, do when rider in the cock and cry you you listen to him? lmfao, pussy dick sit, how drakes corner taste faggot."
0,,@_C_Parris69_ your like makes you look picture a serious fag. #justsayin lol
0,,"@_GOLDwhippp faggots, honest-to-god people, people who can't force, drunk people"
0,,"@_he fuck Brett Farve redneck ass, he stuckup shit don't give a damn lol IAMKEN be on campus acting like he the he"
0,,"@_IAMKEN you'll make the team, them niggas. Lol"
0,,@_fags Nadiaxo
0,,"@_SoulSurvivor_ @zakbauer I dont have problems zak, but you seem like a faggot://t.co/NbFAArxvRP"
0,,@_TriggaPlease_ @kanyewest he's a nance
0,,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP true idk why even this convo you dumb nigger attention whore
0,,@_TurnDownDre @kushdaddycorr lmao you stupid nigger
0,,@_serves hell naw fuck them bitches XoXoKelsey_ them right
0,,@__Black_Jesus I forgot I was talkin to degenerate faggot
0,,@_____0__o______ fag faggot
0,,@__a you're hannerr__ faggot
0,,@_angelaaau hey fag i &lt;trio you
0,,"@_ODDBEAST @Barbod6FCB @cblaze Man bitch am not gonna do then damn thang, if u don't like what I got to say a unfollow me"
0,,@_elennamichelle nope not at all but I'm stuck in house fucking niggers help me escape &#128553;
0,,@_jeff_hank @RayceWarden @lgreiner3 @BigJohn_Studd shut up nigger
0,,@_n1k_nak Status Report: Making a pit stop in plunder Canada to rape bitches
0,,"@_westwest_yall @fergusonriot WooHoo! New racist ""Kill Cracker babies"" Panthers to the rescue! #Black #trash #thugs #Ferguson #phampel"
0,,"@_nigger ""womanoverboard"""
0,,@aasthaxoxo Ohio shut your mouth i was talkin about the morning you cigarette
0,,"@aldofelix naw dude I wish, they're white tripe"
0,,@alexissert will leave dyke
0,,@allsportsbruh you say waste a draft pick on Manziel when narrate we A have Mallet. that's why I'm telling you to delete your account. You're retarded
0,,@alyssawiens 
0,,@amandabynes i can give you some of my habilitate so you can count wish a cute dyke
0,,@tinkle amarierubio chink eyed !
0,,"@aravosis I jump u ball-less dick-wad? As conservative, feminist, disabled vet bitch, I wish u luck with a capital. @DLoesch"
0,,@ashhruggiero queer birthday happy
0,,@asshole_king oh no. They drafted that homophile nookie that come out on TV? Well uracil welcome to Redskins nation. No fagot just a wad of niggers.
0,,@asshole_king dab owner is a kike.
0,,@asshole_king squad with pills that nig will last 4 years. Like magic j .That nig should festal hav died wish years ago. Y'all the first team to draft gay.
0,,@atspace your 2. And 3. Nigga them equal hoes whole suck wayans brothers are not funny at all Jamie foxx should be number 2
0,,@austin_farrar your a fucking queer bitch
0,,"@bad_boy_six @ksteven37 
hither ya operate wetback, eat this.. http://t.co/kf6PgZvH5G"
0,,"@grouse badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut uracil ur neck w/uranium sword of islam &amp;watch u squeal like a bitch like Daniel Pearl"""
0,,@beesands10 But what that's you call white trash with money!!!!!
0,,@bellaangeletti no ud still be a constitute fag if I was lolz
0,,@bellaangeletti ur fag a
0,,@bitchdicknigga you're a fucking 
0,,@bitchkrieg like the visibility new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your young profile visibility it show the new one
0,,@bnp We are being Jews to mongrels because ZOG or the overrun that run our countries want the white man by perish.
0,,@bonnoxxx a bitch ima draw bitch reside in bullets round yo fuggin forehead #BeamThat haha i know where you webb
0,,@bonnoxxx nah axerophthol she said you a fag
0,,@brrrrangadang this nigga &#128529;&#128529;.. know bloody good you a coon
0,,@cambreezy_ @TheLittleFella_ she spelled faggots with an e lol so cool you're
0,,@@MadisonEarhart u guys are fags.
0,,@chanelisabeth that nigger euphony
0,,@like this bitch look chemicalkidss a fucking fqyXLJYIET trash Trailer park white lookin man bear pig. http://t.co/queen
0,,"@clinchmtn316 @sixonesixband AMERICA today, the dominate of thumb is: when in doubt, charge ""whitey"""
0,,@inward coffincreepxx you had to throw in the faggot word smh smh smh
0,,"@coughlan616 Youre racialist against ashen mass whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite."
0,,@dantoomey2 fuck you pouf
0,,@darthdanaa Yes you retard.
0,,@davidly62793584 how many fags did even? Shouldnt be allowed my wallet whilst under the influence haha
0,,@that a faggot delaney_guinan needs to grow up
0,,@delaney_guinan you did a good job doing that to come me ME and not texting back faggot
0,,@deno_5 @kaitlyninst0ne you're reading ringtail you coon
0,,"@densonkeith most of these people are followers of followers of Truth, but they themselves are distillery niggers... their expectation, judgment &amp; all."
0,,@my thanks for ignoring denytheprophecy texts fag
0,,"@dish_answers 
You gots da BET I else MSNBC wit dat colored reverend who only listen to coloreds. What da and missing?"
0,,@negro suck my dick tacos el djfeds better
0,,"@dolphrudager You don't have any kids?! are you, of them queers!?"
0,,"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show diddley negro. Crying repel about shit all the time you're a disgrace everywhere"
0,,"@drew4130 @mailgal2000
Y'all hire if folk? Only work half da we and throw da mail in da sewer day colored ain't done"
0,,@ehasselbeck @bi_politics education that pretend son to b a pussy! his son would have interlace along HIS JOCK STRAP!
0,,@el_prietito @stymie lovexlilyy Them jigaboos aka homewreckers needs to get blocked!
0,,@is who cares tbh ones a shitty dirty Argentino &amp; the fisted elchavaloko a feather other nigger
0,,"@erinscafe We hate the Yankees though, them? good feel like I'm really I at hating right."
0,,@femalejokerhoee sucks he in just like the other fags who are... the nevermind there are NO fags yeah oh #NFL
0,,"@feverspell @NYRKelsMads I'll do cigarette! @1dgroupiegossip In a UK, ""Fag"" means it and a ""faggot"" is the bundle of sticks, you homo."
0,,@chucker fuck you spear fucktyler
0,,@fucktyler me too Tyler it just jigaboo makes nigga me think that they're lil nigger baby hoodrats.
0,,@garrett_winker wow u for is the term hoe women
0,,"@gayle_ryan I don't hate Japs. But, AINT FORGETTING GETTIN JAPPED EITHER."
0,,"@gellebeaux_ whatever hoe bitch #1 them ""fags"" beat yall sad asses whatsoever too"
0,,@genuineMitzi @NonVictional fatigue.!
0,,@simply georgiathenewsa @Rosaalbae your tits may be better looking but her face cost makes you like a Asian or Latina tranny #facts
0,,@georgiathenewsa you look ilk a welfare squawk compared to Latinas I date and nookie. You need fashion and makeup point tbh
0,,@gezus__ @MANIAC3X @ @Woody_AFC mean bro fucking faggot
0,,@gezus__ pass in a car accident then faggot
0,,@faggot godrocamora416
0,,@gonzalez_sassy change not sassy white trash ur ur username
0,,@gvvenivere learn how type ya hillbilly
0,,@hand_tex @drapermark37 humans are evil human. Cutting tusks of these beautiful animals so chinks cogitate the incur a intemperate on.
0,,"@don't stop now breed, I'm just starting to learn about what makes you a ass"
0,,@nigger hellootitty
0,,@heyrmbr probs that queer Vhia
0,,@heyyayled do i have to repeat myself u bloodless crank
0,,@holyh00ker he looks like a pretty dam dyke&#128129;&#10024;
0,,@hunterbuch66 @kieffer_jason @sbsylvester all u can perpetrate is the nooky retard
0,,@hunterbuch66 @kieffer_jason @sbsylvester yo fat ugly fucking couldn't even overstretch the ugly cunt in the school
0,,"@iNURSELISA @blackredsoxfan 
It's a squeamish way of callin y'all honky"
0,,@illbreatheyouin faggot birthday happy.
0,,"@infidelpamelaLC I'm going to blame the black man, since they always AN blame ""chance whitey"" I'm an equal opportunity hater."
0,,"@iowahawkblog @jjauthor to ----&gt;@ get past boot camp, active few years, see what we REALLY do daily you liberal pussy"
0,,@itsjaylaaa eat shit suitcase nigga bitch turd bag dick beetle
0,,@jakiekoelewijn nigga who's bitch u fucking cracker get your cheery buns out my mentions.
0,,@jayswaggkillah Is fag a
0,,"@jdickerson @all @bobschieffer ScottPelley racist nTx trash w @NorahODonnell all hate particular see this to man in WH n not the ""Butler"""
0,,"@citizenry jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their citizenry kids and sisters isn't racist? sweet!"
0,,@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew labor.
0,,@jmellor432 
0,,@joeylattime @Mawson38 @ameriC00N thats just me rooting moron against a team preferred I hate not banwagoning u retard u have a different favorite
0,,"@joh2guy LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet white man the Desert tortoise on #"
0,,@joshgnf @brana_nv @define808 @ironbjk @shut oh mrjstn up faggot a get disease overused on twitter
0,,@jumpmastere8 @dmcgowen1776 @retard visitorvisiting its retarded
0,,@fag just_joshin7.
0,,"@karmendanielle_ quotation u ampere gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes"
0,,"@kcSnowWhite7 @SamSaunders42 don't forget nappy guide headed, butt ugly bitch, who's married to a Muslim"
0,,@keltor_wade nah dude mostly just adenine sound like a faggot
0,,@kiara_curry i know im is kidding. Some of BET so funny. I love when blacks me eachother ignorant and to. Makes call not have niggers
0,,@ass @zach_smith98 @NathannDevlin so like the fuck are still talking shit. You acting why a pussy kieffer_jason nigga
0,,@kieffer_jason beef was i talking to u stfu and flummox off my page oh backbite nigga u bout that living
0,,@kieffer_jason here let me say it clearly since your retarded don't understand
0,,@kieffer_jason how would u if I don't with you? Exactly you don't wtf I your retarded ass up
0,,@lmao why ur dad raised u to a bitch made nigga
0,,@kieffer_jason oh am unity lame but yo pussy ass didn't usher up the fuck u verbalize bout oh scary stern white boy
0,,@so oh but I other and my grades say am wise kieffer_jason u can stfu and get off my Twitter or u can box boy ass that pussy simple
0,,@kieffer_jason your so fucking retared its not fifty-fifty comical bitch im lead to sleep u
0,,@kiela_g_3 &#128514;&#liothyronine 128514;Alright fag what about this? http://t.co/5ht61NmjJ3
0,,@kincade00 shut up bitch for i spit on you
0,,@kingxxlopez Roberts is a exist fuckin fag&#128514; smack the shit outta him
0,,@kirstynehbu queer
0,,@kitlange stop oppressing me! Have you heard 1st teabaggers speech? Stop shoving your lifestyle down my throat! of AMENDMENT! #tcot #free
0,,@dyke stfu kitten_nugget69 looking hoe.
0,,@kittty_jpg @SteeZeyFLOW @follow nosfiend215 at least im not yield black bitch your parents left you in the mcdonalds parking lot after you were born
0,,@klejdys He may be 'hustlin' he studied Critical () Theory and 'my people' Holder is getting his 'revenge.' whitey.
0,,"@kmdk83 @BeautifulMined
ane hopes dis ain't lawsuit he colored cause I recognise he be actin all nigga like"
0,,@krispy717 @grizzboadams fucking astatine gay faggot look at that gay ass pink shirt haha
0,,@kristin12909 better nig. Lol the if anything cash flip u but 10 or something. Im tryna get some more ill
0,,@ktpowers98 @WendyDavisTexas Ha Ha Ha no estimable fat dyke
0,,@kyleefagnola call him strut a cock blocking faggot
0,,@faggot lcxancilleri
0,,"@leetreble_ quit bitching faggot, happy crying cant see your faggot family little baby cry girl you in sissy parking lot, you aint a man the"
0,,@leiacatherinexx don&#8217;t a hurt little faggot
0,,"@leighvl Niggas probably be watching Rasta like ""Look at this Uncle Tom ass me"""
0,,"@lillivonschtupp @13Damage @BrazenModels 
I don't ilk dat magazine. altogether da blacken folk look like dey unity chromeasome away from da ape"
0,,@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg crashing no plz stop calling cretin me an idiot... are we in kindergarden you fucking faggot
0,,@lord_jonesss none of my business ? Nigga if I'm get you you living with that lol and I'm stealing one 100k them bitches and of &#128056;&#9749;&#65039;
0,,@faggots @MichaelGT03 lucas_wright955
0,,@luvvida You're right.. be around my nig....
0,,@maggie_burdis @nickgoldapp lmao dude you are plausibly the boastful labor in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;
0,,@mah5H stfu trash
0,,@maliktender gayer then 2 fag in bed together&#128129;
0,,@marclamonthill will you mention why being called amiss nigger is wrong(witch i agree spade with) &amp; bossy is unseasonable wrong.but being called a pimp is still ok?
0,,@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that cerebrate she's homo.
0,,"@@RyanRiehle I'll, if you agree to take your Ethiopian starvin looking nigger ass back Africa. #BuyFoodLittleGuy"
0,,"@hie mayormcginn If racial minorities weren't minority criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!"
0,,@mflagginski I live in the the of a white environment hurricane. of OR. Where people use bikes BC Milwaukie DUI's not to save eye trash.
0,,@michaeldbirch What else from you expect do that nigger lover?
0,,"@midgetmadz shut your pestiferous dirt trammel you limp knees, ashy footed, blue balls, sequestrate hamster wheel, no nipples bitch"
0,,"@mike_ray7 congratulations, you officially fucking retarded."
0,,@mikecheck_123 the favorite drink of white pet trash everywhere....
0,,@obese @yoPapi_chulo fight me you fucking milfmob niglet
0,,@You are an ignorant cunt.
0,,"@miranda_mills okay, fight you ginger faggot"
0,,@is @ChingonAbe well he mjs79 at Genos. So he is the ultimate faggot
0,,@mlvassallo Oh really? fags are gross You aids sick 
0,,"@moneydriven @following 2ManyLouboutins next glad about your uncle, another stupid faggot off the world, hopefully you next."
0,,"@moneydriven I see a picture of divinity you smoking, such a man of god. Disgraceful nig, you sir, angstrom are an embarrassment."
0,,@mrgeology no you cement headed hillbilly. You said taxing. Cant you fuckin read you gobbling douchebag
0,,@nCrusade @GodManiac_ come wage with us fatigue fag
0,,@nosfiend215 @faggot696969 niggers
0,,@oVoshubham No the fuck am not bitch how ass u out get there bitch bout Nigga stupid ass
0,,@onIinebaby I knew a were you faggot though
0,,@passIt2Liv ampere Hit a bitch it's not like you can see the bruises
0,,@faggot You're a fucking patrickstpierre.
0,,@128536 I'm 5'8 fag &#phishlicia;&#128536;
0,,@phreshagu_25 yeah you right and you know them Mexicans bringing all be hoe that family finna they packed
0,,@poloswagmaster you go could you hook up the plant city or
0,,@pombuenaa I'm surprised you could read it with cunt for oculus
0,,@prettygrl_rocky ugly 
0,,@real5Hfacts ugly u stfu dyke
0,,"@he like reg. Memphis,tn. trash! we got them everywhere."
0,,@rickygervais BORING&amp;HACK allah and mohamed are also against fags.mention PLEASE them as well.did punishment take away your balls as God?
0,,"@salomanizor I'm a faggot :/

http://t.co/"
0,,"@samzbikowski blinking Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!"
0,,@samzbikowski some negro amigo pulled a Nate and I a few ago. was STOKED!&#128299;&#128299;&#128299;
0,,@chance saraelizabethj4 that's what happens when you date a colored
0,,@sarahVICwood im going to murder that fucking nookie cunt
0,,@sassyharryballs horrible white bitch
0,,@sassyharryballs equal ur ballsack is hairy gtfo tranny prude bitch
0,,@was that saucygyro back when nigger music was decent
0,,@sbsylvester @kieffer_jason @hunterbuch66 backbite bitch u ugly then hoe
0,,@seannn181 fag a youre
0,,@seansteiger31 @ me then poof
0,,@white hell naw of ain't he the star he that team lol but I'm sure that shefeelsD_Payne honkey called him a nigga
0,,@sho_time_ @MitchVorce chill pussy gay af
0,,@club @bootyacid @ILIKECATS74 @yoPapi_chulo go back to lego sizzurp__ faggot
0,,@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo yeah yea ok nigger.
0,,@skrabah Don't my nigga me honkey
0,,@ugly sophhh_marie emo trash go cut
0,,@sramirez07943 it's goldbar dull kick and no my dad wouldn't pick you up he doesn't wish fairy like you &#128528;&#128076;&#128079;
0,,@stevoburns561 @ImSwaveyNShit @FreddieGibbs Soft asshole? Are you invalid or retarded?
0,,"@sweetakin only rich whitened liberals know what's best for lightlessness people. If they don't insure that, they're obviously Uncle Toms."
0,,"@t5_harris Are working on route running and catching. You'll be WR for Grier. Have fun with the white trash, UF. #FSU"
0,,"@teenagesleuth .we fix 1, except eric holder pay them 2 the beaners 2 defeat americans! guess he is race unsighted!"
0,,@theshardyrebel #fagot
0,,@thewagnerer fags***
0,,@tiffantasticc your pappa is literal happy guy because his kids aren't niggers though &#128532; jimmy is my spade 5eva
0,,@tori_mills02 I believe that you fuckin can hoodlum nigga beef&#128520;&#128170;
0,,@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty cyprian whore. I tenuous swear to god that's a thin line
0,,@truuueee_ that bitch done.. have it to u on Sunday nigga my
0,,@bloody urbasicyabish @Mikeaveli fucking faggot
0,,"@only valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this Hades is america"
0,,@vernon1488 town . At a prison with friends. I stabbed a nig 3 times sent got and to movie. Justice?
0,,@vinny2vicious faggot genuinely I knew you weren't really my friend.
0,,@vj44 did I mention you are an ugly? Go to Iran.
0,,@wclemons @thejoelberggren @little you anthonycumia Woman. At least I will fuck a fag to have kids. Plus work to support them. Hipster homo
0,,@white_thunduh my bitch dont want your ugly stern gtfo ol peyton manning lookin buns
0,,@whiteangelss84 y dont u end us monkeys then? uracil hate us because were right than crackers &amp; I honey it. cryptical down u know weve perform nothin 2 u
0,,@who__CHRISJONES @WhyYouSoShort who is dis go ass cracker
0,,@white boy talmbout I'll see you tomorrow at school nigger
0,,@Alright fag
0,,@xLoiterSquadx i made you lunch you juicy faggot &#128128;
0,,@xZimpx @Prophzilla This only is Twitter. Not only are you a fag but you're just also retarded.
0,,"@yawlknow @HoskinsTy96 ""them of these rednecks and none keep all can of the fire lit"" &#128514;&#128514;"
0,,@young_moniee what's this chinks throat? I'm moving to China and slicing his email
0,,@zeitgeistbabe I hear Bill likes trailer trash Loriisright you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @like
0,,"A guy claiming to be Republican called C-Span news and said ""Republicans hate CO that nigger Obama"" republican https://t.co/XZe0u7guZM"
0,,A nicca order he ballin need em where his championship n his deeds at not wher his clothes N his keys at
0,,"Accept your blemish and imperfections because that's what pee-pee you, YOU! encounter I'm a fuck, pocket-sized dick faggot with parents who don't love me."
0,,Ain't party but a white trash nuttin.
0,,"Ain't shit like fucking another nigga and askin her "" is this"" and she lmao no bitch im stealing this pussy lol"
0,,"Aint nobody wearing those new Westbrook """" but &amp; trailer park white girls."
0,,Too noooo ...... Al late fuckin faggot ! Lmao
0,,All da lil headed bitches standn outside of kevin gates get in &#128514;&#;&#128514;
0,,All you muzzy need to do one thing. Tell in the mideast to leave Israel alone. Don't start no shit be no. #
0,,"Almost got to visualize see a white boy get beat around today, but he ran like He a bitch."
0,,more yellows than the last 2 years combined # #Honda200
0,,Alright ya faggots. Lets okay just stop with all the S/O and southward R/T. No throw one gives a fuck on what you think of other people. Probably lying anyways
0,,America trash white is and so are all Americans.
0,,And I wanna say something SOOOOOO bad to these two iodin cunts on Twitter eh..
0,,And I'm definitely top 3 threesome at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit At that
0,,And the Jew @Deuterostomes favorited my tweet though.. have anymore for this trash.
0,,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#partake 8221; weave that matter be touching their ankle ashy ankles &#128567;&#8221;
0,,Anyone came to the US as an indentured servant white trash.
0,,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @turn NoFear3136 @Lanna70115
0,,always Eli the stupid hick look on face Giants fans kill yaselves it's be a&#8230; http://t.co/JcYZzMKCfu
0,,all soon as we left Iraq As these towel heads think they can fucking to in and take over what we worked so hard barge set up. Pisses off me.
0,,Awk... like your nephew / cousins bc our race.. LMAO broke ugly bitches fuck them don't need them
0,,Ayy Carlton is a school now #SwitchedAtBirth
0,,Bald head bitches think it's their to prosper !
0,,Between queer this trend and the vines acting like women its betwixt like niggas couldn't wait to be faggots http://t.co/dKVnjmCarZ
0,,"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate screw you.

I bastard know you proud but shit."
0,,"Bitch ass nigga, be hating on black women... along Uncle Tom bitch punk."
0,,"Bitch fuck yo spade nigga, what's up with that pussy!!?!"
0,,Bitch you're the ugliest cunt e'er.
0,,Bitches be having a nigga but lack to be another nigga WCW bitch it don't turn care that
0,,comin bitches don't be durags up in our school. Bitches still Black wit kickin still on they head nd shit.
0,,Black cops want to kill white citizens. rapist Spic cops want to kill Anglo citizens. raper Zigeuner cops are all rapists.
0,,disgraceful people like @ChiefKeef revolt me laughing at someone who died dumb monkey tush niggas ilk you indigence to be locked up just for stupidity
0,,Boy Yung tough is a fag
0,,"Brady heard yall say conference he was washed, now he washing the league on you hoe ass instantly niggas."
0,,"everybody is a ho, fuck it, your is mango red are a ho, you charge your phone all the way to 100% = Ho, smh"
0,,Bullets through a nigguh tru jean
0,,chance into a bitch that filed for sexual harassment at workplace against a co-worker...I aint been so shake in my aliveness
0,,Burn holler http://t.co/63FmrF0g5j
0,,But atleast they lease me know...ur a faggot if U proceed those type of twitter secrets
0,,California is internal to skater trash.
0,,Can #faggots of #HoneyBooBoo imagine this #sack internet opine world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing
0,,"bathroom&#8217;t waitress to humble these niggas in the playoffs again. Until then, unspoiled job hoes"
0,,Can't stand cunt ass niggas.
0,,"Can't base that asian swell just now, faggot consecrate me attitude cause 1 almost forgot my water, bonk u faggot if I wasn't on stage"
0,,Can't stand that fairy.
0,,mean take u coons nowhere &amp; I Can't nowhere
0,,Ceasefire?Let's see how attack long towel heads can go media trying to those Israel then cry to national without when they get popped again
0,,"Celtic means white trash. If Gaelic someone says they're Celtic, it means they're white trash."
0,,"Chasing hoes, better get cash nigga"
