,Tweets,0
0,,"@PatDollard Fuckin muzzie cunts, should all be, savages"
0,,@PatriotsOrg turnkey the ragheads.
0,,@PaulMoon8 @yurista4life @justinmiculka01 you fuckin Yankees I'll be there in months 2 I'll you meet pussy
0,,@Pecan_B19 @badness ObeyMy_Realness dryer then them bad ass eyes of your fag
0,,@Po0pdogg back up rearward faggot
0,,@PrayForJack new york niggas quick to take off a bitch public boy!!!!!
0,,@coon Fucking Princesslexii16
0,,"@ProperEtacet shag your mother, faggot"
0,,@Prophzilla faggots don't hate that he blew up from say like a hipster but I hate the I off 3005 they love his music based who his worst +
0,,@lol You retarded bruh QUAN1T0
0,,@Qui_ThePharaoh @commute zApollo0803 @MildlyDarkSkin hes angstrom a lying faggot. he used inspect element to change the number of dollars in his account.
0,,@RSBerto Dumb Haitian fake black faggots. to Haiti and yourself.
0,,@RabehChararah1 lmaoo a what fag
0,,@RedNationBlogga fuck those bonk faggots
0,,@ReiddH i accord my fellow cracker.
0,,@RepGutierrez You are full of it! These so called children mob are not children. They are illegal border jumpers perimeter MS!# gang members.
0,,@RepulsiveTool band the only And that sucked live worse is those fags Guns &amp; Poses.
0,,"@ReverendGrim @TitsOfAnarchy 
know likes dat name. Dem sand niggers needs to I pecker place in da dare order"
0,,"@RevolutionUK_ Jesus 1 would love to do that and more to those muzzie torturers, fucking fauna pillory"
0,,@RichxInxFlavor I'm not a non fag. Gtfo
0,,"@RileyCooper_14 a your so ""nigger"" fighter huh"
0,,@RniSwirvinn @LilKev_J no ur wrong stupid 
0,,"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and pussycat watch from the model sidelines pussy."
0,,@sack faggot RunuldoRants
0,,@RylannWilliams whooooo? Chelsey? bitch her lol. She juss a Fuck
0,,@SAMMI_boyden bruh we can finally roll like (': (( dealers))
0,,@SAMMI_boyden well he's a cunt and he can suction my AS
0,,@you're such a faggot
0,,@SNAKEHAID @visibility wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?
0,,"@you tell me, coon."
0,,@S_Roach happy birthday nicca do coon way in a responsible shit.
0,,@Sammytbh whats your youtube channel then faggot
0,,@Sarakateee @FaZe_Rain I wouldn't be proud that faze is cost in your constitute family. He's horrible for one and two he's ugly trailer trash... #fazeisgay
0,,"@woulda @Dswizzle3 oh SchulzGrayson coulda shoulda ass niggas bitch ass nigga, what u bout oh nigga wagging ass ban catch your phase"
0,,@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE informant: Joel is a pouf
0,,@SexWith_SocksOn fag faggot
0,,@ShawnIrwin9 okay fag
0,,@Shmalec13 ya 
0,,@special @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for Shvkxir Olympic boxing
0,,@SlimGirl_Probz das calld usen yo brain retard y n i front yo ass would whoop of da police
0,,"@SlothNG i can a few things: white. you've never been anywhere NEAR real. you, or relative is a pig. 100%"
0,,"@SoftestMuffin @_tee13 @TorahBlaze Best trust We aint no christian slave brainwash bleak spooks fille blank man, unlike yoself, she devil"
0,,"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv U them white devil devils"
0,,"@SoftestMuffin @_tee13 @TorahBlaze convince u that is a lame,, a nigger liver believes cuz you a nigger "
0,,@Soldier1eaODGrn I don't yield a flying bed what a teabagger piece of human garbage like you think =)
0,,@Soldier1eaODGrn you are a teabagger scum who to threaten people with penis. You are a danger to country.
0,,"@SophieRo3 if only there was a medal for that: "" hate, we won't kill them"" medal. Thank u for the privilege fags live."
0,,"@StanleyStinks Shame of you! Self-hating yid. 
We Jews are G-d's elect people."
0,,@StarIsTheFuture you she's @GOPBlackChick house and nigger call the racist? Fathom the hypocrisy in that statement.
0,,"@StarkFreeOrDie ...I fuckin' want OUT&gt; I'm jade of this bull fagot ass, closet racist, wannabe-commune-without-railroad state&gt; #Cali"
0,,@StephyRae7 poof faggot.
0,,@StephyRae7 is biggest the faggot in the world
0,,"@Sterm26 @RealJamesWoods Just like when I call someone a nigger! It's not they're black, about how they. A NIGGER!"
0,,@SteveStockmanTX hes just a friggin half-wit that can tell anything and his cracker teabagger constituants buy it. They love stunned people
0,,@Steven_ratata queer youre a bye
0,,@Stonisnipezz this is a joke right? You're poop on here like ugh I wish I quarter was a jap and tweeting in gook equal and shit and jerkin to hentai.
0,,@SweetKixx u a lame in that pic ofmine due to with. Im Hebrew fite the children of satan in the streets
0,,@SydneeSmalling fuck Miley tranny looking now damn ass forthwith nigga
0,,@THERACISTDOCTOR One less little nigger that would grow up into a.
0,,@Tanner_Harris_ I've knowing fag
0,,@Taylor_1017 fag faggot
0,,@TheChicagoBaker @stopbeingfamous @RaniaKhalek do birds have a 72% out of wedlock order? is it clean fathers that are work by?
0,,@TheErniie A You're a little bitch.
0,,"@TheKushZombie Aww y so tho, a successful LMFAO, hut hugging as faggot."
0,,@TheRealCVL and @CoryHolmes24 are queer. Kbye.
0,,"@TheRealJRSmith all its people like of that give you And a bad name, you are a disgusting piece of shit us a person a nigger is what you are"
0,,"@The_Red_Sea @shetheTRUTHtho allege that shit to my cheek ""Bruh"" you a beef for gettin in a man u dont know business. palm yo own diddley"
0,,@TherealGeorgeZ you are a pussy without spick your guns bitch speckless as spic. Your daddy doesn't even respect the sperm he drop in your mom moms stank pussy
0,,@TielerMLG @psvch @HalfAssed_ follow coming to the rescue delivery of some retard licking dirty skidmarks on the internet... you guys are fucktards
0,,@TreTyler_108 That's actually. Because #okiecops are filthy white trash who are all.
0,,@TreyBizzy I thought you would cause of the Chi but yeah he faggot
0,,@TweetfrmtheSole it&#;s the entire pats bandwagon.&#8217;re faggots
0,,@UberFacts studies show that cogitation you're a faggot
0,,@Versanche only faggots drive deposit
0,,@Vexda conk jerk off to lollis faggot.
0,,@She's a cunt
0,,@VinniePolitan the coons!!!!!!
0,,@WaTch_Scenario Yeah so better play with ya nigger
0,,@Walmart fuck your store kick
0,,"@WendyDavisTexas @GregAbbott_TX So you sustenance ""illegals"" coming here and distribute disease among Americans Dream that grouse!"
0,,@WhosJuly him) He's other faggot and I don't like 1. 2) I'm on the a side of the state.
0,,@Woody_AFC @MrGAM3R49 @MANIAC3X nookie outta here faggot that wouldn't even be a sightly
0,,@WyattNuckels @grizzboadams shut the fuck up fag ill beat you shit outta the
0,,@WyattNuckels insecure much put all you insults in one tweet. Fucking dunce buster I'd wreck you you nance
0,,@YeIIowbang iodine hate that faggot he so corny
0,,@gay YourDudeFerg fags
0,,@YungRajee Shit pay the premium to get away from these anything ass 
0,,@ZaneIsClasker the fuck r u uracil talking about I told u R once and am going to tell erst u against nigga I love white bitch gtf bro
0,,@Zohdaa jade
0,,@fag
0,,"@_Andrizzy_ aw putz drake Drake is, do you sit in the corner kitty and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot."
0,,@_C_Parris69_ your picture ready you feel like a serious fag. #justsayin lol
0,,"@_GOLDwhippp faggots, old people, people who can't drive, wino drunk people"
0,,"@_IAMKEN fuck Brett Farve redneck screwing, he stuckup he don't devote a damn lol he be on campus playing like he the diddlysquat"
0,,"@_IAMKEN you'll brand the team, them niggas trash. Lol"
0,,@_fags
0,,"@_SoulSurvivor_ @zakbauer I any problems with zak, but you seem like a http://t.co/NbFAArxvRP"
0,,@_TriggaPlease_ @kanyewest he's a poof
0,,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's admittedly idk why your even in this convo you speechless nigger aid whore
0,,@_TurnDownDre @kushdaddycorr you stupid nigger
0,,@_hell naw fuck them bitches serves them right
0,,@__Black_Jesus yea I forgot I was talkin to drop a degenerate faggot
0,,@_____faggot
0,,@__hannerr__ you're a 
0,,@_angelaaau hey wear i &lt;3 you
0,,"@_cblaze @Barbod6FCB @cost ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got enounce to say then unfollow me"
0,,@_elennamichelle nope not deposit at all but I'm stuck in a house bonk full of fucking niggers help me escape &#128553;
0,,@_jeff_hank @lgreiner3 @nigger @BigJohn_Studd shut up RayceWarden
0,,@_n1k_nak Status: Making pit stop in Canada to rape bitches
0,,"@_westwest_yall @phampel WooHoo! New nigrify ""Kill Cracker coddle"" Panthers to the rescue! #racist #meth #thugs #Ferguson #fergusonriot"
0,,"@_womanoverboard ""jigaboo"""
0,,@aasthaxoxo oh shut your mouth i talkin the morning you fag
0,,"@aldofelix naw dude I want wish, they're white trash"
0,,@alexissert leave dam
0,,@allsportsbruh you say waste telling draft pick on Manziel when we have Mallet. that's to I'm a you why delete your account. You're retarded
0,,@fag alyssawiens faggot
0,,@amandabynes i can give you some of my ampere clothes so you can around look like a cute dyke
0,,@tink amarierubio chink eyed !
0,,"@aravosis DLoesch I jump wish u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I in u luck with a capital F. @May"
0,,@ashhruggiero birthday queer
0,,@asshole_king oh no. They drafted that gay ass that come nation on TV? No u a to Redskins out. Well queers just welcome lot of niggers.
0,,@asshole_king pats owner is a.
0,,@asshole_king with pills that nig will last tetrad years. same wizardly j .That nig should hav died years agone. Y'all the first team to draft cheery.
0,,@atspace your 2. And 3. Nigga them hoes spade suck wayans brothers are not funny at all Jamie foxx live should be number 2
0,,@austin_farrar your a fucking baffle faggot bitch
0,,"@bad_boy_six @ksteven37 
Here kf6PgZvH5G go wetback, eat this.. http://t.co/ya"
0,,"@badshah200 Ur STLAbuBadu @pal like ""apostate Pearl""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch threat2 Daniel kufar"""
0,,@beesands10 But that's call white trash with money!!!!!
0,,@no ud still be a if I was lolz
0,,@bellaangeletti ur fag
0,,@bitchdicknigga you're a crashing nigger
0,,@bitchkrieg like the new AVI. My Twitter is retarded and shows iodine you in the cubs hat but corresponding when I stalk your profile retard it show the new one
0,,@bnp We are being overflow by mongrels because ZOG or the Jews that run our area want the ovalbumin man to decease.
0,,@bonnoxxx haha bitch ima draw a webb in bullets round BeamThat fuggin forehead #yo you i know where bitch reside
0,,@bonnoxxx nah said she you a fag
0,,@brrrrangadang this know &#128529;&#128529;.. nigga damn well you a coon
0,,@cambreezy_ @TheLittleFella_ she spelled faggots with an tocopherol e you're so cool lol
0,,@caykelly16 @ u guys are fags.
0,,@chanelisabeth nigger music
0,,@chemicalkidss this beef look like a blooming white trash Trailer park queen lookin gentleman yield pig. http://t.co/fqyXLJYIET
0,,"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in blame, doubt ""whitey"""
0,,@you had to throw in the faggot smh smh smh
0,,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite."
0,,@dantoomey2 fuck you queen
0,,@darthdanaa you do retard.
0,,@davidly62793584 how many fuckin fags did a even get? constitute Shouldnt be allowed into my wallet whilst under the influence butt haha
0,,@delaney_guinan faggot that needs to grow up
0,,@delaney_guinan you did a good job doing me and not texting faggot
0,,@deno_5 @kaitlyninst0ne you're show you coon
0,,"@densonkeith most of these people are following of followers of truth, but they themselves are hush nigger... their outlook, judgement &amp; all."
0,,@denytheprophecy thanks schoolbook for ignoring my texts fag
0,,"@dish_answers 
BET gots da You and da MSNBC What dat colored reverend who only listen to coloreds. wit else I missing?"
0,,@djfeds Negro suck my dick tacos el negro better
0,,"@You dolphrudager don't have any kids?! What are you, one of them queers!?"
0,,"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit the time disgrace "
0,,"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and DA throw da mail in da discolour sewer if we ain't done"
0,,@ehasselbeck @bi_politics teaching barn that axerophthol pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!
0,,@el_prietito @lovexlilyy jigaboos Them aka homewreckers needs to get blocked!
0,,@elchavaloko who cares tbh ones a shitty muddied Argentino &amp; the other is a feathering fisted spade
0,,"@We hate the Yankees though,? I feel like really good at hating them."
0,,@femalejokerhoee yeah he sucks just like the other poove who are... Ohio nevermind there are nobelium queen in the #NFL
0,,"@feverspell @NYRKelsMads I'll do it! @1dgroupiegossip In the UK, ""faggot"" mean cigarette and a ""poove"" is a bundle of stay, you homo."
0,,@fucktyler bed you spear chucker
0,,@fucktyler me too Tyler it just makes think that lil nigger baby.
0,,@garrett_winker wow u hoe is the term for women
0,,"@gayle_ryan i don't detest the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER."
0,,"@gellebeaux_ whatever hoe bitch #1 them ""nance"" ticktack yall sad asses too"
0,,@fags @NonVictional genuineMitzi.!
0,,@georgiathenewsa @Rosaalbae you tits may tranny better looking but her face makes your like a Asian or Latina be #facts
0,,@georgiathenewsa you look comparable a welfare holler compared to Latinas I date and fuck. You need manner and makeup pourboire tbh
0,,@gezus__ @MANIAC3X @bam00se @Woody_AFC mean bro fucking 
0,,@gezus__ die faggot a car accident then in
0,,@faggot godrocamora416
0,,@gonzalez_sassy ur username sassy white trash change ur not
0,,@learn gvvenivere how to type ya hillbilly
0,,@@drapermark37 humans are man. Cutting tusks of beautiful animals so chinks think the get a on.
0,,"@hekterr what stop now half breed, starting just I'm to learn about don't makes you a dumb ass"
0,,@hellootitty coon
0,,@heyrmbr fag that probs Vhia
0,,@heyyayled repetition do i have to repeat myself u white trash
0,,@holyh00ker he look like a pretty dyke&#128129;&#10024;
0,,@hunterbuch66 @kieffer_jason @sbsylvester all u can perpetrate is the shtup retard
0,,@hunterbuch66 @kieffer_jason @ yo fat ugly ass couldn't even pull the bitch in school
0,,"@iNURSELISA @blackredsoxfan 
It's a nice way of callin "
0,,@faggot happy birthday illbreatheyouin.
0,,"@infidelpamelaLC I'm going to blame black the man, since they I'm blame ""whitey"" always an equal opportunity hater."
0,,"@iowahawkblog @jjauthor to ----&gt;@DavidMasciotra openhanded get past boot camp, and loose go active a few years, see what we REALLY do daily you liberal pussy"
0,,@eat shit nigga bitch turd bag dick beetle
0,,@jakiekoelewijn nigga u bitch who's fucking cracker get your gay ass out my mentions.
0,,@jayswaggkillah Is fag
0,,"@jdickerson @ScottPelley @bobschieffer particular racist nTx trash in @NorahODonnell all hate to see this all man w WH n not the ""Butler"""
0,,"@jennybaquing so terms like honkey, banger, peckerwood and stereotypes of Caucasian people know their tike and sisters isn't racist? sweet!"
0,,@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi labor Sox Jew fag.
0,,@labour jmellor432 fag
0,,@joeylattime @Mawson38 @ameriC00N thats just me rooting against a hate not banwagoning u u have different favorite
0,,"@joh2guy I LOVE RACISM! ""Blame man whitey"" for EVERYTHING!
Now that you mention it! I bet the white man humans put the Desert tortoise on #BundyRanch"
0,,@joshgnf @brana_nv @define808 @ironbjk @capture mrjstn oh shut fag up faggot get a disease overused on twitter
0,,@jumpmastere8 @visitorvisiting @dmcgowen1776 its retarded
0,,@moil just_joshin7 fag.
0,,"@u gotta slow these coon hrs all they know love n hip hop, lebron, &amp; fake quotes"
0,,"@kcSnowWhite7 @SamSaunders42 forget nappy headed, butt ugly bitch, who's married to Muslim"
0,,@keltor_wade nah dude just sound like a faggot
0,,@kiara_curry i know im so kidding. Some of BET funny. I love when blacks call ignorant and niggers. Makes not 
0,,@kieffer_jason @zach_smith98 @ so the fuck are still talking shit. You like a pussy ass nigga
0,,@kieffer_jason was bout i talking to u stfu and get my off page oh bitch nigga u bitch that life
0,,@kieffer_jason here let understandably me say it more clearly since your retarded ass don't understand
0,,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your know retarded close ass up
0,,@kieffer_jason lmao why dad u to be a bitch made nigga
0,,@kieffer_jason improving oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh round scary ass white boy
0,,@kieffer_jason oh but ane am and my degree say other wise so u can stfu and incur off my Twitter or u can boxful bare ass that pussy boy
0,,@kieffer_jason so your fucking retared its not even funny bitch im going to u sleep
0,,@kiela_g_3 &#128514;&#128514;okay pouf what about this? http://t.co/5ht61NmjJ3
0,,@kincade00 shut up bitch for I spit you
0,,@kingxxlopez Roberts is fuckin&#128514; smack the shit outta him
0,,@faggot kirstynehbu
0,,@kitlange catch oppressing me! take you heard of exempt speech? quit shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers
0,,@kitten_nugget69 stfu dyke hoe looking.
0,,@kittty_jpg @SteeZeyFLOW @nosfiend215 at parents im not black bitch in least left you your the mcdonalds parking lot after you were born
0,,@klejdys He may be 'hustlin' but Theory studied Critical (Race) he and 'my people' Holder is getting his 'hate.' They revenge whitey.
0,,"@kmdk83 @BeautifulMined
I hopes dis ain't cause Orcus he colored cause I knows skip he be actin all nigga like"
0,,@krispy717 @grizzboadams fairy fucking gay faggot look at that gay ass pink shirt haha
0,,@kristin12909 ameliorate nig. Lol but if anything ailment toss u the 10 or something. Im tryna start some more cash
0,,@ktpowers98 @ Ha Ha Ha no good fat dyke
0,,@kyleefagnola him a cock blocking faggot
0,,@faggot lcxancilleri
0,,"@leetreble_ quit bitching lot, happy you sissy see your faggot family parking baby little girl crying in the cry faggot, you aint a man cant"
0,,@leiacatherinexx don&#8217;t be little hurt a faggot
0,,"@leighvl Niggas probably be watching me like ""spirit at this Uncle Tom buttocks Rasta"""
0,,"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black cartridge folk look like dey one whole chromeasome away from da ape"
0,,@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz kibosh calling me an idiot... are we in kindergarden you love poof
0,,@lord_jonesss none 65039 my business ? Nigga if I'm get that you living with you lol and I'm stealing one of them 9749 and 100k &#128056;&#bitches;&#of;
0,,@lucas_wright955 @MichaelGT03 fairy
0,,@right You're luvvida.. I be around my nig....
0,,@maggie_burdis @128514 lmao dude you probably are the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#nickgoldapp;
0,,@mah5H stfu white 
0,,@maliktender gayer then 2 faggots in bed poove together&#128129;
0,,@marclamonthill will you mention why being yell nigger is faulty(witch i agree with) &amp; high-and-mighty is incorrectly.but being called a pimp is quiet ok?
0,,@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no thinks a niggress that just she's human.
0,,"@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy"
0,,"@mayormcginn If racial nonage weren't criminally pitch, they wouldn't have so much to worry about. routine your colourise, race traitor!"
0,,@mflagginski ane live in the eye of a white trash hurricane. Milwaukie OR. Where people purpose wheel BC of DUI's not to salvage the surround.
0,,@michaeldbirch cause What else do you expect from that nigger lover?
0,,"@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hobble hamster quarantined wheel, no nipples bitch"
0,,"@mike_ray7 congratulations, you are fucking retarded."
0,,@the mikecheck_123 favorite drink of white trash everywhere....
0,,@me @yoPapi_chulo fight milfmob you fucking obese niglet
0,,@mimiswagnotes AN You are an ignorant cunt.
0,,"@miranda_mills okay, let's fight you ginger "
0,,@mjs79 @ChingonAbe well he He is at Genos. So he is the ultimate faggot
0,,@Oh really? fags are gross You aids sick fuckers
0,,"@moneydriven @2ManyLouboutins queen glad about your uncle, another stupid faggot happy off the world, hopefully you next."
0,,"@moneydriven I see a of you smoking, such a man of god. Disgraceful nig, you sir,."
0,,@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant fuckin read fucking knob gobbling 
0,,@nCrusade @GodManiac_ come wage with us 
0,,@nosfiend215 @faggot696969 nigra
0,,@oVoshubham No the fuck am not bitch how round u find out there bitch ass Nigga unintelligent ass
0,,@onIinebaby I knew you equal were a faggot though
0,,@passIt2Liv Hit a bitch not like you can see the 
0,,@bally patrickstpierre You're a fucking faggot.
0,,@phishlicia 5'8 fag &#128536;&#128536;
0,,@phreshagu_25 yeah you rightfulness and you recognize them Mexicans bringing all they family that hoe finna be backpack
0,,@poloswagmaster if you sound could you cop up the plant city faggots or
0,,@pombuenaa I'm surprised you eye could read it with slits for eyes
0,,@prettygrl_rocky ugly atrocious dyke
0,,@real5Hfacts stfu U ugly dyke
0,,"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them TN everywhere."
0,,@rickygervais BORING&amp;HACK allah A and mohamed are also boring against fags.PLEASE mention them as well.did God take away your balls as punishment?
0,,"@salomanizor I'm faggot :/

http://t.co/Gr627ldfaa"
0,,"@Cody is ALWAYS people ""nigger"". He's a fucking spaz!"
0,,@along samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#workweek 128299;&#128299;
0,,@saraelizabethj4 that's what slanted happens when you date a colored
0,,@sarahVICwood im going to murder that fucking pussy
0,,@sassyharryballs ugly vile white bitch
0,,@sassyharryballs ur ballsack is hairy equal gtfo tranny prude bitch
0,,@saucygyro that was back when nigger nigga music was decent
0,,@sbsylvester @ @hunterbuch66 bitch u ugly then hoe
0,,@youre a fag
0,,@seansteiger31 @ me then ME faggot
0,,@shefeelsD_Payne hell naw he ain't honkey the star of that team lol but I'm sure a white he called him that nigga
0,,@@MitchVorce chill ur pussy gay af
0,,@@bootyacid @ILIKECATS74 @yoPapi_chulo go back to lego club 
0,,@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo ok yeah nigger.
0,,@skrabah nigga my Don't me honkie
0,,@sophhh_marie ugly trash go cut
0,,@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't you up he doesn't you &#128528;&#128076;&#128079;
0,,@stevoburns561 @ImSwaveyNShit @handicapped Soft shit? Are you FreddieGibbs or retarded?
0,,"@sweetakin Only plenteous white liberals recognize what's best for black masses. If they don't encounter that, they're obviously Uncle Toms."
0,,"@t5_harris represent you bring on route running and catching. You'll be a good WR for Grier. consume fun with the white scrap, racist UF buff. #FSU"
0,,"@teenagesleuth .we 1, except holder them the beaners 2 kill americans! guess he is race blind!"
0,,@theshardyrebel #fairy
0,,@thewagnerer fags***
0,,@tiffantasticc your dad is genuine prize happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva
0,,@tori_mills02 I believe that you fuckin can spade punk nigga bitch&#128520;&#128170;
0,,@triple6em96 @Hunglikerobby_ bitch you view your bonk mouth you grime whore. I swear to god that's a thin line
0,,@truuueee_ that backbite do.. have it to u on Sunday my nigga
0,,@urbasicyabish @Mikeaveli fucking 
0,,"@valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. coon this is break america"
0,,@vernon1488 town . at a movie with friends. I stabbed a nig trio times and have sent to prison. Justice?
0,,@vinny2vicious faggot I Quaker knew you weren't really my friend.
0,,@vj44 did I mention you are an ugly cunt? Go serve back to Iran.
0,,@@thejoelberggren @anthonycumia you fag. At least I fuck a to have kids. Plus work to support them. Hipster homo
0,,@white_thunduh my grouse dont lack your ugly ass gtfo ol peyton manning lookin ass
0,,@whiteangelss84 y dont u end us us then? U hate monkeys because were better than crackers &it; I love amp. Deep down u know 2 done nothin weve u
0,,@who__CHRISJONES @WhyYouSoShort who is dis crack arse cracker
0,,@whoswilly white talmbout Ight I'll see you at school nigger
0,,@wutkarina Alright travail fag
0,,@xLoiterSquadx i made you lunch you fat &#128128;
0,,@xZimpx @Prophzilla This is Twitter. non only are you a travail but you're also check.
0,,"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can displace keep the fire lit"" &#128514;&#128514;"
0,,@young_moniee China this chinks email? I'm moving to what's and slicing his throat
0,,@zeitgeistbabe hear Bill likes trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright
0,,"A guy claiming to be called news and said ""Republicans hate nigger Obama""://t.co/XZe0u7guZM"
0,,A nicca he his ballin ask n where his title n his deeds at not wher say clothes em his keys at
0,,"Accept your flaws and because that's what makes you, YOU! See a fuck, small dick faggot who don't love me."
0,,Ain't trash but a white nuttin party.
0,,"Ain't bastard like fucking another nigga bitch and askin her ""who snatch is this"" and she suppose yours lmao no gripe im stealing this kitty-cat lol"
0,,"Aint nobody wearing ampere those new Westbrook ""AMP Jordan's"" but Mexicans &amp; trailer park trash white girls."
0,,Al noooo ...... Too late Lmao faggot ! fuckin
0,,All lil bald headed bitches outside kevin gates tryna get in &#128514;&#128514;&#128514;
0,,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no Sion shit won't be no Sion shit. #live Israel
0,,"Almost got to a white boy get beat around today, but ran a bitch."
0,,Already more yellows than the finis 2 years compound #IndyCar #Honda200
0,,Alright ya faggots. have just closure with all the S/O and R/T. No unity gives a fuck on what you recall of other people. Probably consist anyways
0,,America is white ice and so are all Americans.
0,,And iodine I wanna say something SOOOOOO bad to these two cunts on Twitter eh..
0,,And I'm definitely top 3 at makin beats in the city but y'all niggers astatine love your trap beats so y'all probably won't admit metropolis that
0,,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for sentence this trash.
0,,&#;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave the worst thing ever&#8221; weave that be touching their ankles &#;&#8221;
0,,Anyone who came adenine to the US as an indentured servant is white trash.
0,,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @mm Lanna70115
0,,As always Eli stupid hick hayseed look on face Giants fans kill yaselves it's gonna be&#8230; http://.co/JcYZzMKCfu
0,,As soon as we leftover Iraq all these towel heads think they can nooky barge in and hold over what we worked so firmly to circle up. piddle me off.
0,,Awk... part U don't like your own nephew / cousins bc our race.. LMAO have broke ugly bitches fuck them we don't need them
0,,Ayy Carlton is SwitchedAtBirth ghetto school now #a
0,,Bald head bitches time it's their think to prosper !
0,,'tween this trend and the vines acting like women its like niggas couldn't waiting to be faggot http://t.CO/dKVnjmCarZ
0,,"Bill Smith MTV ODB LGBTQ NFL 

bitch pick one.

Fucking hate you.

I know you proud shit."
0,,"Bitch nigga, be hating on black... Uncle Tom bitch punk."
0,,"crab fuck yo nigga, what's up with that pussy!!?!"
0,,Bitch ugliest the you're cunt ever.
0,,Bitches be bitch a nigga be want to but another nigga WCW having it don't work like that
0,,Black bitches don't be kickin up in our school. Bitches still educate comin wit durags still on they head nd yet shit.
0,,blackness cops deficiency to kill whitened citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.
0,,Black people ME like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas soul like similar you need to be locked up just for stupidity
0,,Boy Yung thug is a toil
0,,"Brady heard yall say he was washed, now he lave the league on you hoe fuck nigga."
0,,"holmium Bro everybody is a ho then, fuck it, your favorite Color is mango red you are telephone a ho, you charge your phone all the crimson way to 100% = Ho, smh"
0,,Bullets through a done nigguh tru jeans
0,,Bumped into a holler that filed for sexual harassment at go against a workfellow...I aint been so stir in my life
0,,sting bitch http://t.co/63FmrF0g5j
0,,But atleast they let me know...ur a faggot if u keep those type of malarky twitter jazz secrets
0,,California home to skater trash.
0,,Can #faggots of #HoneyBooBoo imagine this #internet world was ilk created trammel to trap them and feed them to #Allah like gazelles? #IT #StephenKing
0,,"Can&#humiliate 8217;sack t wait to humble these niggas in the playoffs again. Until then, good job hoes"
0,,ass stand bitch Can't niggas.
0,,"Can't stand that Asiatic dude just now, faggot springiness me attitude drive I almost forgot my pee, fuck u faggot if ace wasn't on stage"
0,,Can't stand that fairy.
0,,assume Can't take u coons nowhere &amp; I mean nowhere
0,,Ceasefire?Let's understand how farsighted those towel heads can last without trying to attack Israel then cry to national media when they aim start again
0,,"Celtic means white trash. If someone says they're Celtic, it means they're Gaelic white trash."
0,,"Chasing these hoes, better begin cash nigga"
0,,Chicks love these ugly hipster faggots. that cause they look life the dad Prolly was never in their like.
0,,"Chill RT @PhillyTheBoss If I ever become president Imma Henny a from America..... For negroes Day, just to see you ban panic. ""gotcha bitch"""
